distance_group_key,root,file,srcid,grade,z_use,z_best,z_phot,ztype,snr_ha_nii_cat,snr_oiii_hybrid_cat,oiii_cat_method
CEERS__source_id_fof_07769,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_10863.spec.fits,10863,3.0,3.6011033,3.6011033,3.1317222,P,17.23547671346587,14.648438119763474,combined_line_oiii
CEERS__source_id_fof_08804,ceers-v4,ceers-v4_prism-clear_1345_85713.spec.fits,85713,3.0,3.6264474,3.6264474,3.709591,P,13.738853489347616,24.64436419804209,combined_line_oiii
CEERS__source_id_fof_08059,ceers-v4,ceers-v4_prism-clear_1345_12213.spec.fits,12213,3.0,3.627157933333333,3.627157933333333,3.8523571,G,16.518384756369613,13.97180009787071,combined_line_oiii
CEERS__source_id_fof_08329,ceers-v4,ceers-v4_prism-clear_1345_2695.spec.fits,2695,3.0,3.6361735,3.6361735,3.6764355,P,24.0755424950419,20.919003562808875,combined_line_oiii
CEERS__source_id_fof_08784,ceers-v4,ceers-v4_prism-clear_1345_84555.spec.fits,84555,3.0,3.6496382,3.6496382,0.4662715,P,46.14597962005039,60.751275760639594,combined_line_oiii
CEERS__source_id_fof_08328,ceers-v4,ceers-v4_prism-clear_1345_2693.spec.fits,2693,3.0,3.6687928,3.6687928,3.8115976,G,32.63514721837804,22.18137774182857,combined_line_oiii
CEERS__source_id_fof_08025,ceers-v4,ceers-v4_prism-clear_1345_11150.spec.fits,11150,3.0,3.6808953,3.6808953,3.6681435,P,19.764727168886637,20.051299579754588,combined_line_oiii
CEERS__source_id_fof_08035,ceers-v4,ceers-v4_prism-clear_1345_11495.spec.fits,11495,3.0,3.71943355,3.71943355,3.7047293,G,52.37274692966433,61.30200321918461,combined_line_oiii
CEERS__source_id_fof_07787,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_1598.spec.fits,1598,3.0,3.762704,3.762704,4.026656,G,51.734597206936925,35.21224879556087,combined_line_oiii
CEERS__source_id_fof_08039,ceers-v4,ceers-v4_prism-clear_1345_11624.spec.fits,11624,3.0,3.778321,3.778321,3.8096704,P,32.66086812754868,44.872631134752325,combined_line_oiii
CEERS__source_id_fof_07902,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_9932.spec.fits,9932,3.0,3.8452036,3.8452036,3.8561897,P,31.482345522173,39.571548407652706,combined_line_oiii
CEERS__source_id_fof_05968,ceers-v4,ceers-v4_prism-clear_1345_11998.spec.fits,128,3.0,3.8605752,3.8605752,4.030436,G,41.08495885694711,48.213503573725305,combined_line_oiii
CEERS__source_id_fof_08452,ceers-v4,ceers-v4_prism-clear_1345_3587.spec.fits,3587,3.0,3.9287715,3.9287715,4.0234504,P,17.776335316005085,26.79766099897102,combined_line_oiii
CEERS__source_id_fof_08079,ceers-v4,ceers-v4_prism-clear_1345_13692.spec.fits,13692,3.0,4.216305,4.216305,0.6797685,P,20.81448135926033,16.78922774278792,individual_4959_5007
CEERS__source_id_fof_06375,ceers-v4,ceers-v4_prism-clear_1345_80457.spec.fits,80457,3.0,4.22463,4.22463,4.661513,G,50.1864773500363,9.03108760941609,individual_4959_5007
CEERS__source_id_fof_08830,ceers-v4,ceers-v4_prism-clear_1345_933.spec.fits,933,3.0,4.22518,4.22518,4.3315554,P,38.17075591553519,46.26847157668878,individual_4959_5007
CEERS__source_id_fof_07896,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_9467.spec.fits,9467,3.0,4.2251806,4.2251806,0.6788434,P,17.864943908702003,12.825489176539826,individual_4959_5007
CEERS__source_id_fof_08770,ceers-v4,ceers-v4_prism-clear_1345_83502.spec.fits,83502,3.0,4.2508464,4.2508464,3.0063944,P,22.98096935074412,12.584733677567607,individual_4959_5007
CEERS__source_id_fof_07786,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_1586.spec.fits,1586,3.0,4.2946095,4.2946095,4.2839503,P,58.831916087415195,46.239260028519546,individual_4959_5007
CEERS__source_id_fof_08779,ceers-v4,ceers-v4_prism-clear_1345_83779.spec.fits,83779,3.0,4.29461,4.29461,4.681002,P,24.194713365047306,34.5951972321306,individual_4959_5007
CEERS__source_id_fof_08744,ceers-v4,ceers-v4_prism-clear_1345_82043.spec.fits,82043,3.0,4.309456,4.309456,4.488628,P,27.264155903648618,30.91072844903637,individual_4959_5007
CEERS__source_id_fof_04715,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_9020.spec.fits,9020,3.0,4.39775755,4.39775755,4.284011,P,12.228155762100863,10.792445296437345,individual_4959_5007
CEERS__source_id_fof_07841,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_3234.spec.fits,3234,3.0,4.468418,4.468418,0.7913988,P,32.16213817243271,40.603034038841294,individual_4959_5007
CEERS__source_id_fof_08020,ceers-v4,ceers-v4_prism-clear_1345_10995.spec.fits,10995,3.0,4.4799137,4.4799137,4.121752,P,47.18506617984171,33.846692722203336,individual_4959_5007
CEERS__source_id_fof_08063,ceers-v4,ceers-v4_prism-clear_1345_1236.spec.fits,1236,3.0,4.482776333333333,4.482776333333333,4.214822,G,13.879925130441372,13.351941828218303,individual_4959_5007
CEERS__source_id_fof_08752,ceers-v4,ceers-v4_prism-clear_1345_82145.spec.fits,82145,3.0,4.4864936,4.4864936,3.8337622,P,15.621769195370327,13.708145898162233,individual_4959_5007
CEERS__source_id_fof_08094,ceers-v4,ceers-v4_prism-clear_1345_1400.spec.fits,1400,3.0,4.4892373,4.4892373,4.1590466,G,24.514756373629364,33.23030394431569,individual_4959_5007
CEERS__source_id_fof_08767,ceers-v4,ceers-v4_prism-clear_1345_83398.spec.fits,83398,3.0,4.547733,4.547733,4.026724,P,10.567156683065354,11.123968456543514,individual_4959_5007
CEERS__source_id_fof_08780,ceers-v4,ceers-v4_prism-clear_1345_83856.spec.fits,83856,3.0,4.55606,4.55606,3.9538999,P,32.20998590696343,24.59111493053957,individual_4959_5007
CEERS__source_id_fof_08135,ceers-v4,ceers-v4_prism-clear_1345_1534.spec.fits,1534,3.0,4.5846653,4.5846653,4.543672,G,33.84687874527345,40.63461813724554,individual_4959_5007
CEERS__source_id_fof_08215,ceers-v4,ceers-v4_prism-clear_1345_1953.spec.fits,1953,3.0,4.6013594,4.6013594,4.732148,P,18.441458008939772,18.64919854460318,individual_4959_5007
CEERS__source_id_fof_08449,ceers-v4,ceers-v4_prism-clear_1345_3584.spec.fits,3584,3.0,4.636083,4.636083,4.6090403,P,42.457173913505,52.76977366713176,individual_4959_5007
CEERS__source_id_fof_08223,ceers-v4,ceers-v4_prism-clear_1345_2036.spec.fits,2036,3.0,4.641722,4.641722,4.591006,P,15.17960154783653,17.95958257134926,individual_4959_5007
CEERS__source_id_fof_08757,ceers-v4,ceers-v4_prism-clear_1345_82300.spec.fits,82300,3.0,4.7126856,4.7126856,4.5376735,P,16.238377530358104,17.221916993778397,individual_4959_5007
CEERS__source_id_fof_06111,ceers-v4,ceers-v4_prism-clear_1345_80932.spec.fits,80932,3.0,4.72351765,4.72351765,5.404255,P,12.390537289258024,8.589557614630838,individual_4959_5007
CEERS__source_id_fof_08112,ceers-v4,ceers-v4_prism-clear_1345_1449.spec.fits,1449,3.0,4.7509193,4.7509193,4.5932493,G,54.256661568353245,59.75436729967287,individual_4959_5007
CEERS__source_id_fof_08221,ceers-v4,ceers-v4_prism-clear_1345_2000.spec.fits,2000,3.0,4.7990246,4.7990246,4.788159,G,42.42314367298337,54.384644829418924,individual_4959_5007
CEERS__source_id_fof_08769,ceers-v4,ceers-v4_prism-clear_1345_83439.spec.fits,83439,3.0,4.8269253,4.8269253,0.5170773,P,14.806831141414033,15.1708534278867,individual_4959_5007
CEERS__source_id_fof_07838,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_3149.spec.fits,3149,3.0,4.889607,4.889607,4.8434176,P,58.96406453994433,71.96787888499485,individual_4959_5007
CEERS__source_id_fof_07806,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_2015.spec.fits,2015,3.0,4.8925524,4.8925524,17.914907,P,34.83129052450317,15.316933081481778,individual_4959_5007
CEERS__source_id_fof_07824,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_2763.spec.fits,2763,3.0,4.8990383,4.8990383,4.880022,P,48.853602861588094,54.42721615297682,individual_4959_5007
CEERS__source_id_fof_08810,ceers-v4,ceers-v4_prism-clear_1345_85836.spec.fits,85836,3.0,4.9845986,4.9845986,0.43194327,P,12.607029541298411,18.480604956900283,individual_4959_5007
CEERS__source_id_fof_08760,ceers-v4,ceers-v4_prism-clear_1345_82507.spec.fits,82507,3.0,4.9866304,4.9866304,4.952182,G,29.08077747730252,46.290551296185974,individual_4959_5007
CEERS__source_id_fof_08045,ceers-v4,ceers-v4_prism-clear_1345_1173.spec.fits,1173,3.0,4.9947506666666674,4.9947506666666674,4.6494794,G,30.607288612681277,35.29458909756973,individual_4959_5007
CEERS__source_id_fof_08080,ceers-v4,ceers-v4_prism-clear_1345_1374.spec.fits,1374,3.0,5.0007787,5.0007787,5.0558467,G,40.83695262895505,59.72682880778698,individual_4959_5007
CEERS__source_id_fof_08030,ceers-v4,ceers-v4_prism-clear_1345_11383.spec.fits,11383,3.0,5.0657353,5.0657353,5.2618804,G,21.296776346349507,18.976620615381368,individual_4959_5007
CEERS__source_id_fof_07794,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_1768.spec.fits,1768,3.0,5.0884247,5.0884247,5.3155317,P,60.05384232794403,24.465654814879947,individual_4959_5007
CEERS__source_id_fof_08210,ceers-v4,ceers-v4_prism-clear_1345_1912.spec.fits,1912,3.0,5.088425,5.088425,5.1581206,P,16.79397337354259,22.762608982407496,individual_4959_5007
CEERS__source_id_fof_08745,ceers-v4,ceers-v4_prism-clear_1345_82052.spec.fits,82052,3.0,5.148999,5.148999,3.5183918,P,13.27507841234856,19.29754166654013,individual_4959_5007
CEERS__source_id_fof_08474,ceers-v4,ceers-v4_prism-clear_1345_37697.spec.fits,37697,3.0,5.1520743,5.1520743,5.205268,P,9.573056613214327,11.429477195005948,individual_4959_5007
CEERS__source_id_fof_08156,ceers-v4,ceers-v4_prism-clear_1345_1672.spec.fits,1672,3.0,5.2033496,5.2033496,5.207236,P,33.73142326623337,21.39563534253202,individual_4959_5007
CEERS__source_id_fof_05224,ceers-v4,ceers-v4_prism-clear_1345_2782.spec.fits,2782,3.0,5.2394332,5.2394332,5.124868,G,39.535667321430886,43.53580218098976,individual_4959_5007
CEERS__source_id_fof_08747,ceers-v4,ceers-v4_prism-clear_1345_82069.spec.fits,82069,3.0,5.2467585,5.2467585,0.29410616,P,12.534852250477126,10.453947880569608,individual_4959_5007
CEERS__source_id_fof_08405,ceers-v4,ceers-v4_prism-clear_1345_314.spec.fits,314,3.0,5.26813,5.26813,5.534396,P,9.133338503056283,15.680040618178362,individual_4959_5007
CEERS__source_id_fof_08116,ceers-v4,ceers-v4_prism-clear_1345_1465.spec.fits,1465,3.0,5.2682698,5.2682698,5.265817,G,13.08836769229567,22.83425102843122,individual_4959_5007
CEERS__source_id_fof_08734,ceers-v4,ceers-v4_prism-clear_1345_81022.spec.fits,81022,3.0,5.2838907,5.2838907,5.4693913,P,10.164287025894915,18.32307265693149,individual_4959_5007
CEERS__source_id_fof_08231,ceers-v4,ceers-v4_prism-clear_1345_2116.spec.fits,2116,3.0,5.2851467,5.2851467,5.21544,P,26.63551144590494,43.98927422127959,individual_4959_5007
CEERS__source_id_fof_08778,ceers-v4,ceers-v4_prism-clear_1345_83772.spec.fits,83772,3.0,5.2893763,5.2893763,1.1440554,P,15.751883421873117,23.79119885611301,individual_4959_5007
CEERS__source_id_fof_05563,ceers-v4,ceers-v4_prism-clear_1345_2362.spec.fits,2362,3.0,5.3148503,5.3148503,,G,27.45815102222053,21.211888690399178,individual_4959_5007
CEERS__source_id_fof_08736,ceers-v4,ceers-v4_prism-clear_1345_81032.spec.fits,81032,3.0,5.4166055,5.4166055,5.520741,P,17.233693406600803,23.49719804699189,individual_4959_5007
CEERS__source_id_fof_08735,ceers-v4,ceers-v4_prism-clear_1345_81026.spec.fits,81026,3.0,5.419815,5.419815,,P,13.721619504772718,29.46787291898472,individual_4959_5007
CEERS__source_id_fof_08719,ceers-v4,ceers-v4_prism-clear_1345_80573.spec.fits,80573,3.0,5.433311,5.433311,5.459392,P,14.548310888188864,21.495435328511686,individual_4959_5007
CEERS__source_id_fof_08721,ceers-v4,ceers-v4_prism-clear_1345_80576.spec.fits,80576,3.0,5.4371715,5.4371715,6.7020965,P,17.92563374194156,28.180397022854596,individual_4959_5007
CEERS__source_id_fof_08179,ceers-v4,ceers-v4_prism-clear_1345_1756.spec.fits,1756,3.0,5.4429684,5.4429684,5.532439,P,8.215875655184139,18.167119227773686,individual_4959_5007
CEERS__source_id_fof_08479,ceers-v4,ceers-v4_prism-clear_1345_381.spec.fits,381,3.0,5.5085883,5.5085883,4.883389,G,12.461613155049136,12.174101036281105,individual_4959_5007
CEERS__source_id_fof_08669,ceers-v4,ceers-v4_prism-clear_1345_746.spec.fits,746,3.0,5.622496666666667,5.622496666666667,5.619818,G,30.200234615343817,12.273408937674008,individual_4959_5007
CEERS__source_id_fof_08610,ceers-v4,ceers-v4_prism-clear_1345_545.spec.fits,545,3.0,5.6604652,5.6604652,5.94838,G,32.94725601165066,48.75711327652047,individual_4959_5007
CEERS__source_id_fof_08418,ceers-v4,ceers-v4_prism-clear_1345_323.spec.fits,323,3.0,5.6655731,5.6655731,5.652982,G,28.312245951024924,36.491723499567335,individual_4959_5007
CEERS__source_id_fof_08727,ceers-v4,ceers-v4_prism-clear_1345_80916.spec.fits,80916,3.0,5.6751347,5.6751347,6.0656657,P,35.15626835394205,48.50164256539224,individual_4959_5007
CEERS__source_id_fof_08775,ceers-v4,ceers-v4_prism-clear_1345_83592.spec.fits,83592,3.0,5.7375026,5.7375026,6.277689,P,11.404340789426726,20.081584848319476,individual_4959_5007
CEERS__source_id_fof_08501,ceers-v4,ceers-v4_prism-clear_1345_403.spec.fits,403,3.0,5.757223066666666,5.757223066666666,6.0209646,G,26.256945419462404,32.94870717980816,individual_4959_5007
CEERS__source_id_fof_07814,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_2315.spec.fits,2315,3.0,5.767215,5.767215,5.6795745,P,25.7829374306057,37.734147568801255,individual_4959_5007
CEERS__source_id_fof_08494,ceers-v4,ceers-v4_prism-clear_1345_397.spec.fits,397,3.0,6.0002672,6.0002672,6.276807,G,50.85740525113718,72.16318600456489,individual_4959_5007
CEERS__source_id_fof_08457,ceers-v4,ceers-v4_prism-clear_1345_362.spec.fits,362,3.0,6.0455,6.0455,6.0697494,G,11.905914532445202,20.939577113564884,individual_4959_5007
CEERS__source_id_fof_05963,ceers-v4,ceers-v4_prism-clear_1345_618.spec.fits,618,3.0,6.047697833333333,6.047697833333333,6.2779593,G,18.22187034538192,30.99649581146482,individual_4959_5007
CEERS__source_id_fof_08623,ceers-v4,ceers-v4_prism-clear_1345_603.spec.fits,603,3.0,6.055216000000001,6.055216000000001,6.2781096,G,25.698831641330187,39.16268898506325,individual_4959_5007
CEERS__source_id_fof_08740,ceers-v4,ceers-v4_prism-clear_1345_81063.spec.fits,81063,3.0,6.0935736,6.0935736,6.5437627,P,18.071006380088498,37.89175841241184,individual_4959_5007
CEERS__source_id_fof_08442,ceers-v4,ceers-v4_prism-clear_1345_355.spec.fits,355,3.0,6.096964766666667,6.096964766666667,6.3083735,G,22.87536288811304,38.39380880470986,individual_4959_5007
CEERS__source_id_fof_08016,ceers-v4,ceers-v4_prism-clear_1345_1065.spec.fits,1065,3.0,6.194302,6.194302,6.950604,P,23.67281718851628,43.94944210305573,individual_4959_5007
CEERS__source_id_fof_07856,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_617.spec.fits,617,3.0,6.2279534,6.2279534,6.602812,G,17.473471485570087,28.66049533676578,individual_4959_5007
CEERS__source_id_fof_08741,ceers-v4,ceers-v4_prism-clear_1345_81068.spec.fits,81068,3.0,6.2702403,6.2702403,6.590834,P,16.77391675267646,30.424069513676145,individual_4959_5007
CEERS__source_id_fof_07864,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_663.spec.fits,663,3.0,6.5336237,6.5336237,6.576329,G,12.61496869621406,29.283587549425995,individual_4959_5007
CEERS__source_id_fof_07863,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_662.spec.fits,662,3.0,6.5374913,6.5374913,6.445488,P,15.751094281788367,25.090106219520624,individual_4959_5007
CEERS__source_id_fof_07870,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_781.spec.fits,781,3.0,6.585126,6.585126,6.529331,P,13.667188196555701,26.563158360369435,individual_4959_5007
CEERS__source_id_fof_08737,ceers-v4,ceers-v4_prism-clear_1345_81049.spec.fits,81049,3.0,6.733714,6.733714,6.671928,P,26.160666064503555,51.10590556053575,individual_4959_5007
CEERS__source_id_fof_07852,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_445.spec.fits,445,3.0,6.976417,6.976417,6.9553003,P,25.32709059784619,61.59832669750092,individual_4959_5007
CEERS__source_id_fof_08605,ceers-v4,ceers-v4_prism-clear_1345_535.spec.fits,37,3.0,7.107932266666668,7.107932266666668,7.1457634,G,8.695724956361012,21.69074310165638,individual_4959_5007
CEERS__source_id_fof_08766,ceers-v4,ceers-v4_prism-clear_1345_829.spec.fits,829,3.0,7.1625752,7.1625752,7.317489,G,8.807034916468046,13.957083480254944,individual_4959_5007
CEERS__source_id_fof_08553,ceers-v4,ceers-v4_prism-clear_1345_439.spec.fits,439,3.0,7.183249,7.183249,7.2798176,P,8.759327379357266,27.459361701250234,individual_4959_5007
CEERS__source_id_fof_07931,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_b209.spec.fits,0,,16.302923,-1.0,16.302923,,46.32065868805045,52.34118634992678,individual_4959_5007
